Title,Nb rating,Prices,Nb visits,Rating,Annulation,Duration,Language,City,lat,lon,image
Visite guidée du Chicago Theatre,6.0,24.5,1 voyageur,8.7,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 heure,[1],Chicago,41.885242,-87.627761,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/entrada-chicago-theatre.jpg
Billet pour le 360 Chicago Observation Deck,17.0,93.5,3 voyageurs,8.2,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[-1],Chicago,41.8988264,-87.6252221,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/360-chicago.jpg
Visite panoramique dans Chicago,-1.0,37.7,6 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",4 heures,[1],Chicago,41.882491,-87.624325,https://cdn2.civitatis.com/estados-unidos/chicago/galeria/museo-campus.jpg
Billets pour les Universal Studios Hollywood,157.0,171.5,13 voyageurs,9.5,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,[-1],Los Angeles,34.1381168,-118.3533783,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/escenario-universal-studios-fuego.jpg
Visite guidée à travers Hollywood Boulevard,-1.0,66.6,1 voyageur,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,2h30,[2],Los Angeles,34.102361,-118.339222,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/fachada-teatro-chino.jpg
Visite de Venice Beach,-1.0,55.7,2 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 7 jours avant l'activité. Si vous annulez avec plus de 3 jours d’avance, nous vous rembourserons 50%. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[2],Los Angeles,33.98728,-118.47263,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/casas-venice-beach-los-angeles.jpg
Visite à travers le centre historique de Los Angeles,-1.0,46.3,18 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,-1,[2],Los Angeles,34.056056,-118.236833,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/visite-guidee-coeur-historique-downtown-los-angeles.jpg
Carte eSIM avec Internet aux États-Unis,16.0,17.0,41 voyageurs,6.4,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,[-1],Los Angeles,34.0531639,-118.2524682,https://cdn2.civitatis.com/estados-unidos/nueva-york/galeria/mujer-trabajo-movil-nueva-york.jpg
Cours de surf à Venice Beach,1.0,28.3,20 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Los Angeles,33.97777045,-118.46906828,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/surf-venice-beach.jpg
Excursion de 2 jours à Las Vegas et au barrage Hoover,-1.0,50.0,78 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 jours,[2],Los Angeles,34.0531639,-118.2524682,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/panoramica-hotel-paris-las-vegas.jpg
Bus touristique de Los Angeles,67.0,107.7,17 voyageurs,8.3,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour,[2],Los Angeles,34.0531639,-118.2524682,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/autobus-turistico-ciudad-los-angeles.jpg
-1,-1.0,39.0,8 voyageurs,-1.0,-1,-1,[-1],Los Angeles,34.0531639,-118.2524682,-1
Go City : Los Angeles All-Inclusive Pass,18.0,51.9,57 voyageurs,8.6,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour - 7 jours,[-1],Los Angeles,34.0531639,-118.2524682,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/muelle-santa-monica.jpg
Billet pour le Musée de l'USS Iowa,2.0,49.0,2 voyageurs,9.0,"Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[-1],Los Angeles,33.7422355,-118.2773874,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/canones-acorazado-uss-iowa.jpg
Visite guidée à vélo dans Santa Monica et Venice Beach,-1.0,21.2,3 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,3h30,[2],Los Angeles,34.015848,-118.494653,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/santa-monica-venice-beach.jpg
Go City Los Angeles Explorer Pass,-1.0,55.7,212 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",-1,[-1],Los Angeles,34.0531639,-118.2524682,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/los-angeles-explorer-pass.jpg
Excursion de 5 jours à Las Vegas et dans le désert de l'Arizona,-1.0,65.0,237 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",5 jours,[2],Los Angeles,34.0531639,-118.2524682,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/carretera-monument-valley.jpg
Visite gastronomique dans Los Angeles,-1.0,297.6,786 voyageurs,-1.0,Non remboursable. Cette activité n'admet pas d'annulation.,3h - 3h15,[1],Los Angeles,33.979414,-118.4668638,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/atun-poke.jpg
Kayak avec des otaries à Marina del Rey,1.0,42.5,328 voyageurs,10.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez avec plus de 24 heures d’avance, vous aurez à payer une pénalité de 20 US$ (18,90 €). Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Los Angeles,33.97933,-118.457965,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/navegar-leones-marinos.jpg
Randonnée jusqu'au Hollywood Sign,-1.0,65.2,1 voyageur,-1.0,"Gratuit ! Annulez sans frais jusqu'à 7 jours avant l'activité. Si vous annulez avec plus de 3 jours d’avance, nous vous rembourserons 50%. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",3 heures,[2],Los Angeles,34.130085,118.32696,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/letras-hollywood.jpg
Paddle surf avec des otaries à Marina del Rey,-1.0,93.5,,-1.0,"Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez avec plus de 24 heures d’avance, vous aurez à payer une pénalité de 20 US$ (18,90 €). Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",2 heures,[1],Los Angeles,33.97933,-118.457965,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/paddle-surf-leones-marinos.jpg
Excursion à Malibu en van Volkswagen + Surf,-1.0,18.9,7 voyageurs,-1.0,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",6 heures,[1],Los Angeles,33.99592,-118.4651215,https://cdn2.civitatis.com/estados-unidos/los-angeles/galeria/furgoneta-volkswagen-surf.jpg
Bus touristique de Miami,63.0,64.0,15 voyageurs,7.3,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",1 jour,[2],Miami,25.7616761,-80.1940987,https://cdn2.civitatis.com/estados-unidos/miami/galeria/rascacielos-big-bus.jpg
Balade en bateau à travers les Villas des Stars,367.0,78.4,7 voyageurs,8.5,Non remboursable. Cette activité n'admet pas d'annulation.,1h30,[1],Miami,25.777913,-80.186247,https://cdn2.civitatis.com/estados-unidos/miami/galeria/casas-famosos-miami-civitatis.jpg
Balade en bateau à moteur à Miami,41.0,902.4,5 voyageurs,8.5,"Gratuit ! Annulez sans frais jusqu'à 8 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",45 minutes,[1],Miami,25.777767,-80.185607,https://cdn2.civitatis.com/estados-unidos/miami/galeria/lancha-tipo-thriller.jpg
Excursion aux Everglades,325.0,83.1,334 voyageurs,7.9,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",4 heures,"[1, 3]",Miami,25.7616761,-80.1940987,https://cdn2.civitatis.com/estados-unidos/miami/galeria/everglades-aerodeslizador.jpg
Carte eSIM avec Internet aux États-Unis,16.0,65.2,16 voyageurs,6.4,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,[-1],Miami,25.7616761,-80.1940987,https://cdn2.civitatis.com/estados-unidos/nueva-york/galeria/mujer-trabajo-movil-nueva-york.jpg
Offre : Contrastes de Miami + Everglades + Balade en bateau,98.0,51.9,22 voyageurs,9.4,"Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas, aucun remboursement ne vous sera proposé.",8 heures,"[1, 3]",Miami,25.7616761,-80.1940987,https://cdn2.civitatis.com/estados-unidos/miami/galeria/pareja-south-beach.jpg
